[BEGIN] 2020/3/30 17:56:51
[2020/3/30 17:56:55] [root@vw-infotainment-752947:~]# top -m | grep MXNavi
[2020/3/30 18:14:44]  1962 1573m 1495m  739m 23236  676m     0   132 /usr/bin/MXNavi
[2020/3/30 18:14:50]  1962 1573m 1495m  739m 23236  677m     0   132 /usr/bin/MXNavi
[2020/3/30 18:14:55]  1962 1573m 1495m  739m 23236  677m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:01]  1962 1573m 1495m  754m 23236  692m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:06]  1962 1573m 1495m  754m 23236  692m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:11]  1962 1573m 1495m  769m 23236  707m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:17]  1962 1573m 1495m  778m 23236  716m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:23]  1962 1573m 1495m  777m 23236  715m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:28]  1962 1573m 1495m  769m 23236  707m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:34]  1962 1573m 1495m  781m 23236  719m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:39]  1962 1573m 1495m  780m 23236  718m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:44]  1962 1573m 1495m  784m 23236  722m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:50]  1962 1573m 1495m  782m 23236  719m     0   132 /usr/bin/MXNavi
[2020/3/30 18:15:55]  1962 1573m 1495m  783m 23236  721m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:00]  1962 1573m 1495m  779m 23236  717m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:06]  1962 1573m 1495m  779m 23236  717m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:11]  1962 1573m 1495m  744m 23236  682m     0   132 /usr/bin/MXNavi
[2020/3/30 18:16:17]  1962 1573m 1495m  744m 23236  682m     0   132 /usr/bin/MXNavi
